ID,Unique_Reference,Price,Date,Postcode,House_Type,Status_N,Tenure_Type,House_Number,Flat_Number,Street_Name,Area,City,Region,County,A,A.1,Quarter,Education_Growth_Rate,Bank_Growth_Rate,GDP_Growth_Rate
3787844,{2859C1AD-05D8-52B4-E063-4804A8C05948},315000,2024-07-12 00:00,CR0 7AF,F,N,L,328,,LOWER ADDISCOMBE ROAD,,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787845,{2859C1AD-05DA-52B4-E063-4804A8C05948},172500,2024-10-04 00:00,DA16 3RA,F,N,L,193C,,BELLEGROVE ROAD,,WELLING,BEXLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787846,{2859C1AD-05DC-52B4-E063-4804A8C05948},205000,2024-10-23 00:00,SM1 1AP,F,N,L,"SOVEREIGN APARTMENTS, 328",APARTMENT 4,HIGH STREET,,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787847,{2859C1AD-05DD-52B4-E063-4804A8C05948},400000,2024-02-19 00:00,SM4 5LT,T,N,F,138,,BORDESLEY ROAD,,MORDEN,MERTON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787848,{2859C1AD-05DE-52B4-E063-4804A8C05948},705000,2024-10-28 00:00,SE20 7RH,S,N,F,17,,CHESHAM ROAD,PENGE,LONDON,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787849,{2859C1AD-05E0-52B4-E063-4804A8C05948},245000,2024-10-25 00:00,KT1 3PB,F,N,L,444,FLAT 3,KINGSTON ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787850,{2859C1AD-05E1-52B4-E063-4804A8C05948},235000,2024-03-28 00:00,CR0 0PS,F,N,L,3,,KING HENRYS DRIVE,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787851,{2859C1AD-05E2-52B4-E063-4804A8C05948},310000,2024-06-18 00:00,DA16 3DN,F,N,L,7,,STATION APPROACH SOUTH,,WELLING,BEXLEY,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787852,{2859C1AD-05E3-52B4-E063-4804A8C05948},175000,2024-07-18 00:00,CR0 0TJ,F,N,L,103,,CASTLE HILL AVENUE,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787853,{2859C1AD-05E5-52B4-E063-4804A8C05948},495000,2024-10-25 00:00,DA16 1EB,S,N,F,56,,EXMOUTH ROAD,,WELLING,BEXLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787854,{2859C1AD-05E6-52B4-E063-4804A8C05948},397500,2024-10-31 00:00,BR3 1JH,T,N,L,22,,BECKETT WALK,,BECKENHAM,BROMLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787855,{2859C1AD-05E7-52B4-E063-4804A8C05948},200000,2024-11-08 00:00,SM6 7LB,O,N,F,305,,CROYDON ROAD,,WALLINGTON,SUTTON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787856,{2859C1AD-05E9-52B4-E063-4804A8C05948},5000,2024-02-23 00:00,KT3 4NT,O,N,L,104,,BURLINGTON ROAD,,NEW MALDEN,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787857,{2859C1AD-05EB-52B4-E063-4804A8C05948},560000,2024-10-30 00:00,DA14 5HX,S,N,F,97,,MAIDSTONE ROAD,,SIDCUP,BEXLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787858,{2859C1AD-05EC-52B4-E063-4804A8C05948},262500,2024-11-06 00:00,CR7 8NR,F,N,L,208,,MERSHAM ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787859,{2859C1AD-05F0-52B4-E063-4804A8C05948},245000,2024-11-06 00:00,SE19 3TT,F,N,L,85,FIRST FLOOR FLAT,SPA HILL,,LONDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787860,{2859C1AD-0601-52B4-E063-4804A8C05948},580000,2024-11-05 00:00,DA16 3JS,O,N,F,10,,TIDFORD ROAD,,WELLING,BEXLEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787861,{2859C1AB-8084-52B4-E063-4804A8C05948},460000,2024-07-31 00:00,W6 8HB,F,N,L,81,GROUND FLOOR FLAT,CLAXTON GROVE,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787862,{2859C1AB-808D-52B4-E063-4804A8C05948},350000,2024-07-03 00:00,RM3 0LU,T,N,F,142,,SQUIRRELS HEATH ROAD,,ROMFORD,HAVERING,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787863,{2859C1AB-8097-52B4-E063-4804A8C05948},775000,2024-07-08 00:00,W6 9DE,F,N,L,DIGBY MANSIONS,FLAT 26,HAMMERSMITH BRIDGE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787864,{2859C1AD-0608-52B4-E063-4804A8C05948},440000,2024-07-18 00:00,BR4 0NB,O,N,L,SHERWOOD COURT,FLAT 22,HIGH STREET,,WEST WICKHAM,BROMLEY,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787865,{2859C1AD-0626-52B4-E063-4804A8C05948},205000,2024-08-07 00:00,CR0 3PY,F,N,L,11B,,CANTERBURY ROAD,,CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787866,{2859C1AD-0640-52B4-E063-4804A8C05948},420000,2024-09-03 00:00,SM1 3EF,S,N,F,15,,ANGEL HILL,,SUTTON,SUTTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787867,{2859C1AD-0646-52B4-E063-4804A8C05948},625000,2024-01-16 00:00,CR8 5FS,T,N,F,3,,PINECOAT DRIVE,,KENLEY,CROYDON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787868,{2859C1AD-0647-52B4-E063-4804A8C05948},270000,2024-01-25 00:00,SE25 6EY,F,N,L,"LANDFIELD COURT, 13D",FLAT 6,SUFFOLK ROAD,,LONDON,CROYDON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787869,{2859C1AD-0648-52B4-E063-4804A8C05948},245000,2024-06-05 00:00,DA8 1EY,T,N,F,116,,HENGIST ROAD,,ERITH,BEXLEY,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787870,{2859C1AD-0649-52B4-E063-4804A8C05948},240000,2024-02-09 00:00,BR1 3QF,F,N,L,28A,,MORGAN ROAD,,BROMLEY,BROMLEY,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787871,{2859C1AD-0919-52B4-E063-4804A8C05948},650000,2024-11-06 00:00,CR7 8LP,T,N,F,95,,WOODVILLE ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787872,{2859C1AD-091F-52B4-E063-4804A8C05948},295000,2024-10-17 00:00,CR2 0PE,T,N,F,27,,SANDERSTEAD ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787873,{2859C1AD-0926-52B4-E063-4804A8C05948},650000,2024-06-21 00:00,KT2 7AY,O,N,F,29,FLAT,COOMBE ROAD,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787874,{2859C1AD-0929-52B4-E063-4804A8C05948},6300000,2024-06-28 00:00,KT3 4NN,D,N,F,240,,BURLINGTON ROAD,,NEW MALDEN,MERTON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787875,{2859C1AD-092A-52B4-E063-4804A8C05948},6300000,2024-08-02 00:00,KT3 4NN,D,N,F,240,,BURLINGTON ROAD,,NEW MALDEN,MERTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787876,{2859C1AD-092E-52B4-E063-4804A8C05948},400000,2024-10-02 00:00,SE25 4SD,T,N,F,2,,ESTCOURT ROAD,,LONDON,CROYDON,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787877,{2859C1AD-0930-52B4-E063-4804A8C05948},442000,2024-11-04 00:00,KT9 1RL,S,N,F,13,,BEECHCROFT ROAD,,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787878,{2859C1AD-0933-52B4-E063-4804A8C05948},720000,2024-07-08 00:00,SW20 8JS,T,N,F,403,,KINGSTON ROAD,WIMBLEDON,LONDON,MERTON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787879,{2859C1AD-0936-52B4-E063-4804A8C05948},510000,2024-09-13 00:00,CR8 5NZ,S,N,F,51,,OAKS ROAD,,KENLEY,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787880,{2859C1AD-0937-52B4-E063-4804A8C05948},15300,2024-02-09 00:00,CR2 7DN,O,N,F,17,,MORETON ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787881,{2859C1AD-0938-52B4-E063-4804A8C05948},410000,2024-06-28 00:00,KT9 2NN,S,N,F,406,,LEATHERHEAD ROAD,,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787882,{2859C1AD-093B-52B4-E063-4804A8C05948},485000,2024-02-07 00:00,KT4 8PU,O,N,F,KADO,,TRAFALGAR AVENUE,,WORCESTER PARK,SUTTON,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787883,{2859C1AD-093D-52B4-E063-4804A8C05948},475000,2024-05-04 00:00,CR2 9BZ,D,N,F,4,,BARROWSFIELD,,SOUTH CROYDON,CROYDON,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787884,{2859C1AD-0940-52B4-E063-4804A8C05948},115000,2024-09-26 00:00,CR7 7JP,F,N,L,"HEATH HOUSE, 163",FLAT 6,BRIGSTOCK ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787885,{2859C1AC-E7B7-52B4-E063-4804A8C05948},350000,2024-10-29 00:00,N16 5HR,F,N,L,63,,ST ANDREWS MEWS,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787886,{2859C1AC-E7B8-52B4-E063-4804A8C05948},327000,2024-05-20 00:00,N4 2QD,F,N,L,HOLYROOD HOUSE,FLAT 23,PORTLAND RISE,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787887,{2859C1AC-E7B9-52B4-E063-4804A8C05948},470000,2024-07-30 00:00,E13 0EA,T,N,F,4,,STRIDE ROAD,,LONDON,NEWHAM,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787888,{2859C1AC-E7BA-52B4-E063-4804A8C05948},395000,2024-11-01 00:00,IG11 7UD,T,N,F,186,,PERTH ROAD,,BARKING,BARKING AND DAGENHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787889,{2859C1AC-E7BB-52B4-E063-4804A8C05948},305000,2024-10-29 00:00,N16 6AT,F,N,L,CEDRA COURT,FLAT 47,CAZENOVE ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787890,{2859C1AC-E7BC-52B4-E063-4804A8C05948},408000,2024-07-05 00:00,RM13 9BB,D,N,F,172,,UPMINSTER ROAD SOUTH,,RAINHAM,HAVERING,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787891,{2859C1AC-E7BD-52B4-E063-4804A8C05948},405000,2024-10-06 00:00,RM10 7XL,T,N,F,5,,VICTORIA ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787892,{2859C1AC-E7BF-52B4-E063-4804A8C05948},350000,2024-06-10 00:00,RM9 4LH,T,N,F,79,,SHEPPEY ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787893,{2859C1AC-E7C0-52B4-E063-4804A8C05948},650000,2024-07-01 00:00,E11 4ED,T,N,F,131,,GROVE GREEN ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787894,{2859C1AC-E7C1-52B4-E063-4804A8C05948},315000,2024-10-15 00:00,RM7 7JS,T,N,F,83,,CEDAR ROAD,,ROMFORD,HAVERING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787895,{2859C1AC-E7C2-52B4-E063-4804A8C05948},5060000,2024-10-29 00:00,E8 3PE,F,N,L,14,FLAT 1,MARTELLO STREET,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787896,{2859C1AC-E7C3-52B4-E063-4804A8C05948},150000,2024-10-24 00:00,IG11 8NZ,O,N,F,"CENTRAL HOUSE, 14",FLAT 1,CAMBRIDGE ROAD,,BARKING,BARKING AND DAGENHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787897,{2859C1AC-E7C5-52B4-E063-4804A8C05948},385000,2024-10-29 00:00,E3 2QE,F,N,L,"THEATRE BUILDING, 1",FLAT 51,PATON CLOSE,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787898,{2859C1AC-E7C7-52B4-E063-4804A8C05948},350000,2024-06-07 00:00,RM8 1RX,O,N,F,DOMINION WORKS,UNIT 1,FRESHWATER ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787899,{2859C1AC-E7C8-52B4-E063-4804A8C05948},425000,2024-10-23 00:00,N1 7QS,F,N,L,WENLOCK COURT,FLAT 54,NEW NORTH ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787900,{2859C1AC-E7C9-52B4-E063-4804A8C05948},420000,2024-10-28 00:00,N1 4BY,F,N,L,7,,BENTLEY ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787901,{2859C1AC-E7CA-52B4-E063-4804A8C05948},170000,2024-11-14 00:00,E7 8HP,F,N,L,30,B,ST GEORGES AVENUE,,LONDON,NEWHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787902,{2859C1AC-E7CB-52B4-E063-4804A8C05948},580000,2024-06-20 00:00,E14 3TS,F,N,L,"APOLLO BUILDING, 1",48,NEWTON PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787903,{2859C1AC-E7CC-52B4-E063-4804A8C05948},250000,2024-10-30 00:00,E5 8HB,F,N,L,106D,,CLARENCE ROAD,,LONDON,HACKNEY,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787904,{2859C1AC-E7CD-52B4-E063-4804A8C05948},210000,2024-05-29 00:00,RM12 4YN,F,N,L,OVERSTRAND HOUSE,FLAT 23,SUNRISE AVENUE,,HORNCHURCH,HAVERING,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787905,{2859C1AC-E7CE-52B4-E063-4804A8C05948},275000,2024-10-30 00:00,E1 3ES,F,N,L,WOOLLON HOUSE,FLAT 5,CLARK STREET,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787906,{2859C1AC-E7CF-52B4-E063-4804A8C05948},260000,2024-10-04 00:00,IG11 7BX,F,N,L,"HEWETTS QUAY, 26 - 32",FLAT 37,ABBEY ROAD,,BARKING,BARKING AND DAGENHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787907,{2859C1AC-E7D0-52B4-E063-4804A8C05948},340000,2024-10-28 00:00,E14 9QS,F,N,L,"SWITCH HOUSE, 4",FLAT 42,BLACKWALL WAY,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787908,{2859C1AC-E7D1-52B4-E063-4804A8C05948},525000,2024-02-29 00:00,E6 2BL,T,N,F,161,,BURGES ROAD,,LONDON,NEWHAM,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787909,{2859C1AC-E7D3-52B4-E063-4804A8C05948},370000,2024-10-18 00:00,E16 2SN,F,N,L,"SUNDERLAND POINT, 1",FLAT 40,HULL PLACE,,LONDON,NEWHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787910,{2859C1AC-E7D4-52B4-E063-4804A8C05948},225000,2024-10-23 00:00,E14 0HE,F,N,L,STOREY HOUSE,FLAT 36,COTTAGE STREET,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787911,{2859C1AC-E7D6-52B4-E063-4804A8C05948},400000,2024-10-25 00:00,E14 6RQ,F,N,L,109,FLAT 4,BRABAZON STREET,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787912,{2859C1AC-E7D7-52B4-E063-4804A8C05948},215000,2024-10-28 00:00,IG2 7EB,F,N,L,4,,DELLOW CLOSE,,ILFORD,REDBRIDGE,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787913,{2859C1AC-E7D8-52B4-E063-4804A8C05948},247000,2024-11-26 00:00,E16 1AT,F,N,L,UNIT G6,,EXCEL MARINA,ROYAL VICTORIA DOCK,LONDON,NEWHAM,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787914,{2859C1AC-E7D9-52B4-E063-4804A8C05948},559998,2024-06-06 00:00,IG1 1RW,D,N,F,17,,STANLEY ROAD,,ILFORD,REDBRIDGE,GREATER LONDON,B,A,2024 Q2,1.6,-0.25,0.5
3787915,{2859C1AC-E7DA-52B4-E063-4804A8C05948},315000,2024-02-28 00:00,E4 6LW,F,N,L,"ASHTON COURT, 2",FLAT 28,CONNINGTON CRESCENT,CHINGFORD,LONDON,WALTHAM FOREST,GREATER LONDON,B,A,2024 Q1,1.6,0.25,0.7
3787916,{2859C1AC-E7DB-52B4-E063-4804A8C05948},275000,2024-10-03 00:00,RM1 4LB,F,N,L,"CENTURION COURT, 2",APARTMENT 18,SEYMER ROAD,,ROMFORD,HAVERING,GREATER LONDON,B,A,2024 Q4,1.6,0.3,0.1
3787917,{2859C1AB-7793-52B4-E063-4804A8C05948},600000,2024-08-15 00:00,NW2 4BE,F,Y,L,"JACK FREEDMAN HOUSE, 15",FLAT 5,COVERDALE ROAD,,LONDON,BRENT,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787918,{2859C1AB-7794-52B4-E063-4804A8C05948},662000,2024-10-08 00:00,E1W 2PT,F,N,L,32,,VAUGHAN WAY,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787919,{2859C1AB-7795-52B4-E063-4804A8C05948},350000,2024-10-25 00:00,TW7 6JH,F,N,L,4,,WHEATLEY ROAD,,ISLEWORTH,HOUNSLOW,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787920,{2859C1AB-7796-52B4-E063-4804A8C05948},240000,2024-09-18 00:00,N22 8LY,F,N,L,39D,,MYDDLETON ROAD,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787921,{2859C1AB-7798-52B4-E063-4804A8C05948},379000,2024-10-01 00:00,NW9 5EL,T,N,F,4,,CECIL ROAD,,LONDON,BARNET,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787922,{2859C1AB-779A-52B4-E063-4804A8C05948},265000,2024-01-30 00:00,W3 7PN,F,N,L,15,FLAT 3,THE FAIRWAY,,LONDON,EALING,GREATER LONDON,A,A,2024 Q1,1.6,0.25,0.7
3787923,{2859C1AB-779B-52B4-E063-4804A8C05948},84000,2024-11-08 00:00,UB8 2LJ,F,N,L,11,,VERONA CLOSE,,UXBRIDGE,HILLINGDON,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787924,{2859C1AB-779C-52B4-E063-4804A8C05948},775462,2024-09-27 00:00,E14 9XF,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 3602,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,B,A,2024 Q3,1.6,-0.25,0.1
3787925,{2859C1AB-779D-52B4-E063-4804A8C05948},760000,2024-08-23 00:00,E14 9SW,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 2702,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787926,{2859C1AB-779E-52B4-E063-4804A8C05948},721250,2024-09-13 00:00,E14 9GS,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 1209,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787927,{2859C1AB-779F-52B4-E063-4804A8C05948},791500,2024-09-13 00:00,E14 9SW,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 2402,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787928,{2859C1AB-77A0-52B4-E063-4804A8C05948},502000,2024-11-22 00:00,N4 3DU,F,N,L,37A,,HANLEY ROAD,,LONDON,ISLINGTON,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787929,{2859C1AB-77A1-52B4-E063-4804A8C05948},449195,2024-07-03 00:00,E14 0WJ,F,Y,L,"WAYFARE HOUSE NORTH, 9",FLAT 502,ESCAPADE PLACE,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787930,{2859C1AB-77A2-52B4-E063-4804A8C05948},1136200,2024-10-17 00:00,E14 9ZB,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 4505,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787931,{2859C1AB-77A3-52B4-E063-4804A8C05948},780038,2024-08-12 00:00,E14 9XF,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 3202,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787932,{2859C1AB-77A5-52B4-E063-4804A8C05948},415000,2024-10-14 00:00,N21 3NQ,F,N,L,"MILTON LODGE, 60",FLAT 7,STATION ROAD,WINCHMORE HILL,LONDON,ENFIELD,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787933,{2859C1AB-77A6-52B4-E063-4804A8C05948},1117000,2024-09-25 00:00,E14 9SW,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 2901,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787934,{2859C1AB-77A7-52B4-E063-4804A8C05948},730850,2024-10-03 00:00,E14 9GS,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 1502,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787935,{2859C1AB-77A8-52B4-E063-4804A8C05948},764025,2024-08-29 00:00,E14 9GS,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 1207,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787936,{2859C1AB-77AA-52B4-E063-4804A8C05948},345000,2024-10-31 00:00,E17 7JB,F,N,L,62,,MORLAND ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787937,{2859C1AB-77AC-52B4-E063-4804A8C05948},1668750,2024-10-04 00:00,E14 9ZB,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 4706,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787938,{2859C1AB-77AD-52B4-E063-4804A8C05948},1024670,2024-09-20 00:00,E14 9GS,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 1601,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787939,{2859C1AB-77AE-52B4-E063-4804A8C05948},831900,2024-08-23 00:00,E14 9SW,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 2904,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787940,{2859C1AB-77AF-52B4-E063-4804A8C05948},710000,2024-06-25 00:00,E14 9GS,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 1002,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q2,1.6,-0.25,0.5
3787941,{2859C1AB-77B0-52B4-E063-4804A8C05948},455000,2024-11-01 00:00,N10 1LR,F,N,L,59,,COLNEY HATCH LANE,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787942,{2859C1AB-77B1-52B4-E063-4804A8C05948},925000,2024-09-07 00:00,E14 9GS,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 906,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787943,{2859C1AB-77B2-52B4-E063-4804A8C05948},392950,2024-11-01 00:00,N22 7SX,F,N,L,138B,,STATION ROAD,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787944,{2859C1AB-77B4-52B4-E063-4804A8C05948},762500,2024-09-02 00:00,E14 9SW,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 2802,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787945,{2859C1AB-77B5-52B4-E063-4804A8C05948},385000,2024-10-25 00:00,N11 2DE,F,Y,L,"LOUIS LODGE, 28",FLAT 8,BROWNLOW ROAD,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787946,{2859C1AB-77B7-52B4-E063-4804A8C05948},525000,2024-11-08 00:00,N11 2DE,F,N,L,"LOUIS LODGE, 28",FLAT 16,BROWNLOW ROAD,,LONDON,HARINGEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
3787947,{2859C1AB-77B9-52B4-E063-4804A8C05948},821795,2024-09-02 00:00,E14 9SW,F,Y,L,"HARCOURT TOWER, 67",APARTMENT 2704,MARSH WALL,,LONDON,TOWER HAMLETS,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787948,{2859C1AC-0410-52B4-E063-4804A8C05948},640000,2024-07-31 00:00,DA7 5NT,S,N,F,33,,ASHBOURNE AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON,A,A,2024 Q3,1.6,-0.25,0.1
3787949,{2859C1AC-0415-52B4-E063-4804A8C05948},738000,2024-11-01 00:00,BR6 7AR,S,N,F,5,,STARTS HILL ROAD,FARNBOROUGH,ORPINGTON,BROMLEY,GREATER LONDON,A,A,2024 Q4,1.6,0.3,0.1
